#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
370,Daniel Schneemann,CLE,41,175,4,19,17,3,9.70%,27.10%,0.14,0.284,0.219,0.298,0.359,0.291,86,-0.2,-3,0.4,0.4
371,Otto Kemp,PHI,63,273,8,34,35,5,7.10%,28.50%,0.161,0.307,0.234,0.313,0.395,0.31,97,-0.4,-1.5,-4.1,0.4
372,Jett Williams,MIL,34,147,3,18,16,5,10.00%,26.70%,0.147,0.29,0.222,0.307,0.369,0.298,91,0,-1.6,0.1,0.3
373,Masataka Yoshida,BOS,40,175,4,19,21,2,6.90%,13.20%,0.143,0.301,0.279,0.338,0.422,0.331,108,-0.2,1.5,-4.2,0.3
374,Carlos Cortes,ATH,37,161,5,19,19,1,8.80%,21.30%,0.165,0.277,0.239,0.309,0.404,0.311,96,-0.3,-1.1,-1.1,0.3
375,Triston Casas,BOS,32,140,6,16,18,0,12.60%,25.10%,0.194,0.289,0.24,0.34,0.434,0.335,111,-0.3,1.5,-3,0.3
376,Nolan Jones,CLE,31,133,3,15,14,3,10.70%,29.50%,0.142,0.325,0.237,0.325,0.378,0.31,99,-0.1,-0.2,-1.1,0.3
377,Ronny Mauricio,NYM,29,126,4,15,15,3,6.30%,24.80%,0.158,0.296,0.244,0.296,0.402,0.301,95,0.1,-0.7,-0.3,0.3
378,Nathan Church,STL,44,189,3,22,19,4,6.50%,13.80%,0.106,0.281,0.253,0.31,0.359,0.295,90,0,-2.3,-0.8,0.3
379,Dane Myers,CIN,53,231,6,25,27,8,7.00%,25.40%,0.129,0.309,0.245,0.306,0.374,0.299,86,0.3,-3.7,-0.8,0.3
380,Ryan Waldschmidt,ARI,36,154,3,19,16,4,11.10%,21.70%,0.122,0.295,0.239,0.336,0.36,0.311,98,-0.1,-0.6,-1.4,0.3
381,Bryce Eldridge,SFG,104,448,18,45,58,1,8.40%,29.80%,0.182,0.301,0.235,0.302,0.416,0.309,99,-0.7,-1,-10.8,0.3
382,Luis Matos,SFG,31,133,4,16,17,2,5.90%,13.30%,0.16,0.259,0.249,0.299,0.409,0.307,98,0.1,-0.2,-1.1,0.3
383,Connor Wong,BOS,53,211,5,23,21,3,6.90%,24.40%,0.135,0.307,0.244,0.305,0.379,0.3,87,-0.4,-3.7,1.4,0.3
384,Max Kepler,,29,126,4,15,15,1,9.00%,20.40%,0.173,0.267,0.237,0.312,0.41,0.314,100,-0.2,-0.2,-1.1,0.3
385,Everson Pereira,CHW,49,210,8,27,24,4,8.10%,32.10%,0.169,0.305,0.227,0.298,0.396,0.303,93,-0.1,-1.7,-2.5,0.3
386,Hyeseong Kim,LAD,32,140,2,16,16,8,5.10%,24.60%,0.11,0.319,0.249,0.293,0.359,0.286,82,0.8,-2.2,0.4,0.3
387,Ryan Mountcastle,BAL,36,154,6,17,20,1,6.10%,24.80%,0.175,0.31,0.256,0.304,0.432,0.317,104,0,0.8,-3.2,0.3
388,Carlos Santana,ARI,83,357,10,38,40,3,11.10%,19.30%,0.138,0.255,0.224,0.314,0.362,0.3,90,-0.7,-5,-4,0.3
389,Jasson Domínguez,NYY,21,91,3,12,11,4,9.60%,25.00%,0.154,0.312,0.25,0.325,0.404,0.318,105,0.3,0.8,-1.2,0.3
390,Michael Helman,TEX,39,168,4,21,18,5,6.40%,23.00%,0.138,0.261,0.217,0.276,0.355,0.277,77,0.3,-4.3,1.3,0.3
391,Leody Taveras,BAL,18,77,2,9,8,3,7.20%,20.40%,0.142,0.294,0.25,0.305,0.392,0.304,95,0.2,-0.2,0.2,0.3
392,Keibert Ruiz,WSN,81,320,8,30,35,2,4.80%,11.40%,0.13,0.259,0.249,0.292,0.379,0.293,86,-0.8,-6.1,2.6,0.3
393,Daniel Susac,SFG,19,77,2,7,9,1,5.60%,28.30%,0.133,0.308,0.235,0.286,0.367,0.286,84,-0.1,-1.6,1.5,0.3
394,Juan Brito,CLE,23,98,2,11,10,1,10.20%,20.20%,0.135,0.268,0.228,0.314,0.363,0.3,92,-0.2,-1.1,0.3,0.3
395,Alex Freeland,LAD,16,70,2,9,8,2,11.10%,26.50%,0.152,0.289,0.226,0.32,0.378,0.309,98,0,-0.2,0.3,0.2
396,Richie Palacios,TBR,42,182,3,21,17,6,10.70%,19.50%,0.105,0.279,0.232,0.321,0.337,0.295,87,0.2,-2.7,-1.2,0.2
397,Leo Jiménez,TOR,18,77,2,9,8,1,8.10%,21.60%,0.123,0.279,0.229,0.319,0.352,0.3,92,-0.2,-0.9,0.6,0.2
398,Troy Johnston,COL,60,259,7,30,31,8,6.70%,20.30%,0.155,0.309,0.262,0.323,0.417,0.322,92,0.2,-2.1,-4.2,0.2
399,Nick Allen,HOU,29,126,1,12,10,3,7.90%,19.70%,0.081,0.285,0.233,0.297,0.313,0.274,74,-0.1,-4,1.9,0.2
400,Griffin Conine,MIA,84,364,12,40,43,1,9.50%,33.20%,0.161,0.31,0.222,0.302,0.383,0.301,90,-0.9,-5,-4.9,0.2
401,Randal Grichuk,NYY,29,126,4,15,15,0,6.20%,21.40%,0.177,0.277,0.242,0.295,0.419,0.308,98,-0.2,-0.5,-1.6,0.2
402,Tyler Locklear,ARI,36,154,4,18,19,3,8.30%,26.20%,0.154,0.313,0.244,0.322,0.398,0.316,101,0,0.2,-3.1,0.2
403,Jose Iglesias,,39,168,2,16,16,2,5.20%,16.70%,0.09,0.294,0.252,0.302,0.343,0.285,80,-0.2,-4.1,0.6,0.2
404,Mike Tauchman,NYM,24,105,2,13,10,1,12.00%,23.50%,0.129,0.292,0.233,0.332,0.362,0.31,101,-0.2,-0.1,-1.2,0.2
405,Luis Urías,,23,98,3,10,11,1,9.70%,18.90%,0.131,0.261,0.229,0.32,0.36,0.303,93,-0.1,-0.9,-0.3,0.2
406,Dom Keegan,TBR,16,64,2,7,7,0,7.60%,27.90%,0.136,0.294,0.225,0.291,0.361,0.286,81,-0.1,-1.5,1.4,0.2
407,Kristian Campbell,BOS,21,91,2,10,10,1,9.90%,25.50%,0.133,0.323,0.248,0.335,0.38,0.318,99,-0.1,-0.2,-0.9,0.2
408,Robert Hassell III,WSN,63,273,5,28,26,6,7.20%,23.80%,0.103,0.307,0.242,0.3,0.345,0.285,81,0.2,-6,-1,0.2
409,Nick Yorke,PIT,28,119,2,13,12,3,6.90%,22.50%,0.111,0.317,0.254,0.309,0.365,0.296,86,-0.1,-2,0.1,0.2
410,Jacob Melton,TBR,34,147,4,17,16,8,7.50%,26.60%,0.143,0.284,0.224,0.286,0.367,0.287,81,0.5,-2.8,-0.2,0.2
411,Ildemaro Vargas,ARI,24,105,1,10,11,1,5.70%,11.60%,0.104,0.273,0.251,0.299,0.355,0.288,82,-0.1,-2.4,0.9,0.2
412,Lenyn Sosa,CHW,94,406,14,42,51,2,4.20%,22.20%,0.158,0.29,0.251,0.285,0.409,0.299,90,-0.7,-5.2,-6.7,0.2
413,Tim Tawa,ARI,39,168,5,18,18,3,8.00%,25.20%,0.146,0.275,0.223,0.291,0.37,0.29,83,-0.1,-3.4,-0.1,0.2
414,Bryce Teodosio,LAA,65,280,4,28,25,13,5.50%,31.20%,0.102,0.313,0.219,0.273,0.32,0.262,64,1,-10.9,3.3,0.2
415,Oswald Peraza,LAA,34,147,4,16,14,5,7.10%,26.00%,0.126,0.274,0.218,0.284,0.345,0.278,75,0.3,-4,0.9,0.2
416,Oswaldo Cabrera,NYY,29,126,3,15,13,2,8.10%,20.20%,0.134,0.276,0.237,0.303,0.37,0.296,90,-0.1,-1.6,-0.8,0.2
417,Blaine Crim,COL,40,175,6,21,22,1,8.50%,21.30%,0.172,0.303,0.259,0.328,0.431,0.328,97,-0.3,-1,-3,0.2
418,Heriberto Hernández,MIA,79,343,12,39,42,3,10.20%,30.50%,0.17,0.296,0.223,0.309,0.393,0.308,95,-0.6,-2.6,-7,0.2
419,Nick Loftin,KCR,16,70,1,8,7,1,10.10%,15.80%,0.124,0.273,0.243,0.327,0.367,0.308,94,-0.1,-0.6,-0.1,0.2
420,Andrew Knizner,SEA,19,77,1,8,7,0,7.50%,21.30%,0.101,0.268,0.22,0.295,0.32,0.276,81,-0.1,-1.8,0.9,0.2
421,Drew Gilbert,SFG,29,126,3,14,14,1,8.30%,19.70%,0.145,0.266,0.23,0.305,0.375,0.3,93,-0.2,-1.2,-1.3,0.2
422,Nathaniel Lowe,CIN,26,112,3,12,14,0,10.50%,23.30%,0.153,0.311,0.255,0.336,0.408,0.326,104,-0.3,0.2,-2.2,0.2
423,Andruw Monasterio,BOS,23,98,2,12,10,3,9.20%,23.60%,0.121,0.306,0.242,0.319,0.363,0.303,89,0,-1.3,-0.4,0.2
424,Abimelec Ortiz,WSN,78,336,12,38,40,2,8.00%,25.90%,0.169,0.279,0.229,0.297,0.398,0.302,93,-0.7,-3.6,-5.8,0.2
425,Walker Jenkins,MIN,19,84,2,9,9,2,9.60%,22.10%,0.124,0.296,0.239,0.321,0.364,0.304,93,0,-0.6,-0.5,0.2
426,Myles Straw,TOR,42,182,2,20,15,6,7.70%,19.20%,0.085,0.285,0.234,0.295,0.318,0.273,73,0.7,-5.1,0.5,0.2
427,Jorge Mateo,ATL,24,105,2,12,10,8,5.40%,26.30%,0.133,0.287,0.224,0.269,0.357,0.272,72,0.9,-2.6,0.8,0.2
428,Zach Dezenzo,HOU,29,126,4,15,15,2,7.70%,30.20%,0.156,0.322,0.24,0.304,0.396,0.306,96,0,-0.6,-2,0.2
429,Derek Hill,CHW,19,84,2,10,9,3,6.20%,28.30%,0.132,0.311,0.235,0.29,0.367,0.288,83,0.2,-1.5,0.3,0.2
430,Michael Conforto,CHC,23,98,3,11,11,0,10.30%,24.90%,0.17,0.273,0.227,0.316,0.397,0.313,102,-0.1,0.1,-1.7,0.2
431,Emmanuel Rodriguez,MIN,11,49,1,6,5,1,14.80%,34.30%,0.143,0.334,0.217,0.34,0.36,0.315,101,0,0,-0.2,0.2
432,Bryce Johnson,SDP,32,140,2,15,13,5,8.40%,27.10%,0.096,0.315,0.23,0.307,0.327,0.284,84,0.3,-2.4,-0.7,0.2
433,Eric Wagaman,MIN,26,112,3,12,12,1,6.60%,19.60%,0.146,0.302,0.258,0.309,0.403,0.309,97,-0.2,-0.6,-1.7,0.2
434,Alejandro Osuna,TEX,16,70,1,8,7,2,9.20%,21.40%,0.127,0.301,0.246,0.328,0.372,0.31,99,-0.1,-0.1,-0.8,0.1
435,Bryan Torres,STL,15,63,1,7,6,2,11.20%,17.10%,0.083,0.323,0.27,0.353,0.352,0.316,105,0,0.3,-1,0.1
436,Alex Jackson,MIN,8,32,1,4,4,0,7.00%,31.40%,0.177,0.272,0.208,0.273,0.385,0.286,81,0,-0.8,0.8,0.1
437,Curtis Mead,CHW,11,49,1,5,5,1,6.80%,20.90%,0.131,0.295,0.246,0.313,0.378,0.304,94,0,-0.4,0,0.1
438,Tommy Pham,,44,189,4,21,19,3,9.20%,22.90%,0.128,0.299,0.243,0.315,0.37,0.301,92,-0.3,-2.2,-2.9,0.1
